Chromosome Name	Strand	Ensembl Transcript ID	Ensembl Transcript ID	Transcript Start (bp)	Transcript End (bp)
17	1	ENST00000395806	ENST00000395806	16886799	16901989
17	1	ENST00000341712	ENST00000341712	16886832	17029593
17	1	ENST00000395811	ENST00000395811	16886832	17029599
4	1	ENST00000317987	ENST00000317987	71126377	71135553
1	-1	ENST00000388233	ENST00000388233	67895102	67895399
8	-1	ENST00000314191	ENST00000314191	48848222	49035296
8	-1	ENST00000338368	ENST00000338368	48848222	49035296
3	-1	ENST00000315170	ENST00000315170	46728610	46734368
19	1	ENST00000340992	ENST00000340992	10258650	10260198
19	1	ENST00000380770	ENST00000380770	10258650	10260198
19	1	ENST00000393717	ENST00000393717	10258650	10260198
11	-1	ENST00000329773	ENST00000329773	19032581	19038804
12	-1	ENST00000354285	ENST00000354285	31477311	31635219
12	-1	ENST00000306833	ENST00000306833	31426424	31544759
12	-1	ENST00000389082	ENST00000389082	31426424	31635219
1	-1	ENST00000329421	ENST00000329421	32572028	32574421
15	1	ENST00000288207	ENST00000288207	57184612	57204535
11	-1	ENST00000302797	ENST00000302797	18911939	18912907
11	-1	ENST00000314568	ENST00000314568	18911226	18913125
16	-1	ENST00000300571	ENST00000300571	19777796	19803652
1	-1	ENST00000388244	ENST00000388244	68234493	68235054
12	1	ENST00000313737	ENST00000313737	31368690	31369899
17	-1	ENST00000261652	ENST00000261652	16783124	16816127
17	-1	ENST00000343345	ENST00000343345	16783124	16816127
3	1	ENST00000326431	ENST00000326431	46717827	46727417
6	-1	ENST00000244360	ENST00000244360	30146023	30151607
6	-1	ENST00000376751	ENST00000376751	30146023	30151607
6	-1	ENST00000376746	ENST00000376746	30146540	30151545
22	-1	ENST00000216198	ENST00000216198	35484201	35502115
22	-1	ENST00000340630	ENST00000340630	35484201	35502101
5	1	ENST00000265080	ENST00000265080	80292314	80557698
X	1	ENST00000376619	ENST00000376619	48545385	48568330
X	1	ENST00000376643	ENST00000376643	48545051	48550057
X	1	ENST00000376610	ENST00000376610	48545300	48550057
X	1	ENST00000334136	ENST00000334136	48545431	48568324
8	-1	ENST00000408965	ENST00000408965	48812426	48813235
19	-1	ENST00000366134	ENST00000366134	62063514	62063955
19	1	ENST00000387963	ENST00000387963	62125407	62125470
19	1	ENST00000387964	ENST00000387964	62125471	62125529
19	1	ENST00000387965	ENST00000387965	62125530	62125600
19	1	ENST00000264832	ENST00000264832	10242765	10258291
17	-1	ENST00000261651	ENST00000261651	16766954	16778878
8	1	ENST00000399726	ENST00000399726	48366195	48444781
4	1	ENST00000354544	ENST00000354544	71096833	71104881
4	1	ENST00000396094	ENST00000396094	71096833	71104881
20	1	ENST00000374810	ENST00000374810	32755809	32764898
20	1	ENST00000374809	ENST00000374809	32755804	32764904
X	1	ENST00000376670	ENST00000376670	48529906	48537659
X	1	ENST00000376665	ENST00000376665	48529925	48537660
17	-1	ENST00000379572	ENST00000379572	16694058	16694504
15	1	ENST00000380504	ENST00000380504	57067157	57176541
15	1	ENST00000348370	ENST00000348370	57067157	57176541
4	1	ENST00000344526	ENST00000344526	71054493	71066909
4	1	ENST00000396100	ENST00000396100	71054493	71079084
X	1	ENST00000303227	ENST00000303227	48509178	48516854
10	1	ENST00000354759	ENST00000354759	35455807	35541889
10	1	ENST00000344351	ENST00000344351	35524997	35541889
10	1	ENST00000374711	ENST00000374711	35504530	35517357
10	1	ENST00000356917	ENST00000356917	35524124	35541889
10	1	ENST00000395887	ENST00000395887	35504637	35541889
10	1	ENST00000342105	ENST00000342105	35504530	35541889
10	1	ENST00000361599	ENST00000361599	35496473	35541889
10	1	ENST00000374726	ENST00000374726	35455807	35508777
10	1	ENST00000362092	ENST00000362092	35466716	35508263
10	1	ENST00000374721	ENST00000374721	35477306	35541892
10	1	ENST00000345491	ENST00000345491	35456394	35541889
10	1	ENST00000333809	ENST00000333809	35466716	35541889
10	1	ENST00000374722	ENST00000374722	35477306	35541892
10	1	ENST00000348787	ENST00000348787	35477306	35541892
10	1	ENST00000395895	ENST00000395895	35456394	35541889
10	1	ENST00000337656	ENST00000337656	35466716	35541889
10	1	ENST00000395897	ENST00000395897	35466716	35541889
10	1	ENST00000374728	ENST00000374728	35456394	35541889
10	1	ENST00000374734	ENST00000374734	35466716	35541889
1	1	ENST00000373548	ENST00000373548	32530295	32571811
1	1	ENST00000373541	ENST00000373541	32530295	32571811
22	-1	ENST00000300105	ENST00000300105	35290050	35428836
22	-1	ENST00000339367	ENST00000339367	35262645	35263597
8	1	ENST00000297423	ENST00000297423	48336095	48811028
7	1	ENST00000223369	ENST00000223369	44207103	44220417
8	1	ENST00000343867	ENST00000343867	48187900	48188590
4	1	ENST00000246896	ENST00000246896	70950748	70959145
8	-1	ENST00000399730	ENST00000399730	48233281	48233685
13	1	ENST00000376584	ENST00000376584	97593435	97875754
13	1	ENST00000319562	ENST00000319562	97593435	97900017
13	1	ENST00000376581	ENST00000376581	97593506	97694964
13	1	ENST00000376586	ENST00000376586	97593435	97900017
14	-1	ENST00000267484	ENST00000267484	59132447	59407310
14	-1	ENST00000395090	ENST00000395090	59132448	59167080
14	-1	ENST00000342503	ENST00000342503	59132447	59167273
20	-1	ENST00000217446	ENST00000217446	32612007	32728750
20	-1	ENST00000374820	ENST00000374820	32612007	32728750
2	-1	ENST00000410076	ENST00000410076	38661721	38683575
2	-1	ENST00000409636	ENST00000409636	38642624	38683675
2	-1	ENST00000378915	ENST00000378915	38644155	38683272
2	-1	ENST00000378908	ENST00000378908	38644155	38683586
2	-1	ENST00000409328	ENST00000409328	38644678	38683503
2	-1	ENST00000358367	ENST00000358367	38658602	38683547
2	-1	ENST00000272249	ENST00000272249	38644155	38683272
4	1	ENST00000381057	ENST00000381057	70928761	70936834
12	-1	ENST00000395766	ENST00000395766	31326499	31370337
12	-1	ENST00000337682	ENST00000337682	31324796	31370386
16	1	ENST00000320394	ENST00000320394	19635279	19776358
16	1	ENST00000308214	ENST00000308214	19635279	19776358
6	1	ENST00000376763	ENST00000376763	30143332	30146089
6	1	ENST00000376765	ENST00000376765	30143299	30146089
6	1	ENST00000376773	ENST00000376773	30142465	30146089
6	1	ENST00000376769	ENST00000376769	30142961	30146089
6	1	ENST00000376758	ENST00000376758	30143962	30146089
6	1	ENST00000376772	ENST00000376772	30142911	30146089
8	1	ENST00000344403	ENST00000344403	43266742	43337485
8	1	ENST00000354247	ENST00000354247	43266742	43337485
X	1	ENST00000337852	ENST00000337852	48442278	48450912
X	1	ENST00000376687	ENST00000376687	48440075	48452345
11	-1	ENST00000396167	ENST00000396167	18706053	18727574
11	-1	ENST00000396170	ENST00000396170	18706053	18770844
11	-1	ENST00000396171	ENST00000396171	18706053	18769874
11	-1	ENST00000396168	ENST00000396168	18706055	18769763
11	-1	ENST00000358540	ENST00000358540	18706053	18769965
11	-1	ENST00000396166	ENST00000396166	18706053	18708867
14	-1	ENST00000281581	ENST00000281581	59046901	59113246
9	1	ENST00000377564	ENST00000377564	43625188	43861487
9	1	ENST00000377555	ENST00000377555	43625188	43861487
9	1	ENST00000341990	ENST00000341990	43625059	43816322
9	1	ENST00000276974	ENST00000276974	43625188	43759677
9	1	ENST00000377557	ENST00000377557	43625188	43861487
9	1	ENST00000377561	ENST00000377561	43625145	43849289
13	-1	ENST00000267291	ENST00000267291	97626040	97627522
12	-1	ENST00000313826	ENST00000313826	31155860	31167847
4	1	ENST00000381060	ENST00000381060	70896237	70902760
4	1	ENST00000246895	ENST00000246895	70896237	70902760
5	1	ENST00000265081	ENST00000265081	79986050	80208387
19	1	ENST00000393733	ENST00000393733	10223640	10231736
19	1	ENST00000253099	ENST00000253099	10223640	10231719
19	1	ENST00000307422	ENST00000307422	10223640	10231719
16	-1	ENST00000219837	ENST00000219837	19625177	19636993
17	-1	ENST00000399211	ENST00000399211	16684782	16689922
17	-1	ENST00000311208	ENST00000311208	16684780	16689922
9	-1	ENST00000332857	ENST00000332857	43564651	43570731
5	-1	ENST00000338682	ENST00000338682	79888331	79901854
5	1	ENST00000282226	ENST00000282226	79819556	79873962
9	-1	ENST00000340909	ENST00000340909	43554722	43555198
4	-1	ENST00000353151	ENST00000353151	70855564	70861315
17	1	ENST00000343182	ENST00000343182	16642048	16644476
20	1	ENST00000360668	ENST00000360668	32609573	32611747
20	1	ENST00000374837	ENST00000374837	32598353	32611810
20	1	ENST00000397711	ENST00000397711	32601443	32611747
20	1	ENST00000397709	ENST00000397709	32610183	32611810
10	-1	ENST00000374746	ENST00000374746	35337485	35400273
10	-1	ENST00000374754	ENST00000374754	35337485	35419576
10	-1	ENST00000374742	ENST00000374742	35338814	35419576
10	-1	ENST00000374751	ENST00000374751	35338814	35419576
10	-1	ENST00000374749	ENST00000374749	35338818	35419300
10	-1	ENST00000374748	ENST00000374748	35337485	35419298
3	-1	ENST00000383742	ENST00000383742	46685683	46693903
3	-1	ENST00000318962	ENST00000318962	46685683	46710195
11	-1	ENST00000319338	ENST00000319338	18682428	18704353
19	-1	ENST00000317726	ENST00000317726	10193109	10202948
9	-1	ENST00000254835	ENST00000254835	43079968	43123540
2	-1	ENST00000405384	ENST00000405384	38376554	38457240
2	-1	ENST00000378954	ENST00000378954	38375539	38457919
2	-1	ENST00000406122	ENST00000406122	38375800	38457931
2	-1	ENST00000332337	ENST00000332337	38376628	38457919
2	-1	ENST00000402054	ENST00000402054	38376255	38456870
14	1	ENST00000356057	ENST00000356057	59021542	59041176
14	1	ENST00000261247	ENST00000261247	59020914	59041834
12	-1	ENST00000266524	ENST00000266524	31158727	31250355
12	-1	ENST00000398769	ENST00000398769	31156437	31163673
14	-1	ENST00000247194	ENST00000247194	59009159	59020826
X	1	ENST00000376701	ENST00000376701	48427141	48434747
11	1	ENST00000280734	ENST00000280734	18676927	18682908
9	-1	ENST00000305962	ENST00000305962	43062297	43079862
8	1	ENST00000297798	ENST00000297798	43154831	43177126
8	1	ENST00000379644	ENST00000379644	43114749	43177126
8	1	ENST00000332689	ENST00000332689	43114749	43142349
8	1	ENST00000331373	ENST00000331373	43067818	43097480
6	1	ENST00000332435	ENST00000332435	30137015	30140665
6	1	ENST00000376782	ENST00000376782	30137013	30140665
6	1	ENST00000376785	ENST00000376785	30137019	30140665
6	1	ENST00000359374	ENST00000359374	30137015	30140662
7	-1	ENST00000345378	ENST00000345378	44150395	44165412
7	-1	ENST00000336642	ENST00000336642	44150395	44195563
7	-1	ENST00000358258	ENST00000358258	44150395	44164238
7	-1	ENST00000395796	ENST00000395796	44150395	44165412
7	-1	ENST00000403799	ENST00000403799	44150395	44195563
1	1	ENST00000373562	ENST00000373562	32512299	32524352
1	1	ENST00000373564	ENST00000373564	32512299	32524352
1	1	ENST00000373557	ENST00000373557	32512328	32523912
1	1	ENST00000336890	ENST00000336890	32489427	32524352
1	1	ENST00000355928	ENST00000355928	32489480	32524353
1	1	ENST00000333070	ENST00000333070	32512320	32524350
1	1	ENST00000398345	ENST00000398345	32512299	32524352
15	-1	ENST00000249736	ENST00000249736	56978908	57013144
15	-1	ENST00000380516	ENST00000380516	56958537	57013144
15	-1	ENST00000249735	ENST00000249735	56958537	57013144
22	-1	ENST00000402116	ENST00000402116	35249909	35254935
22	-1	ENST00000216190	ENST00000216190	35236848	35255142
22	-1	ENST00000397177	ENST00000397177	35221772	35255223
22	-1	ENST00000405442	ENST00000405442	35236892	35254890
20	1	ENST00000374846	ENST00000374846	32568184	32592422
20	1	ENST00000300469	ENST00000300469	32567903	32581381
20	1	ENST00000357156	ENST00000357156	32567865	32592422
6	-1	ENST00000354576	ENST00000354576	30132509	30136735
5	1	ENST00000338008	ENST00000338008	79739594	79811254
3	1	ENST00000296145	ENST00000296145	46594283	46598931
14	-1	ENST00000395116	ENST00000395116	58997236	59001813
14	-1	ENST00000343189	ENST00000343189	58965493	59001812
4	1	ENST00000381066	ENST00000381066	70831388	70846877
4	1	ENST00000354865	ENST00000354865	70831388	70846877
4	1	ENST00000246891	ENST00000246891	70831388	70846877
9	1	ENST00000331259	ENST00000331259	42848068	42865419
16	1	ENST00000251143	ENST00000251143	19474541	19619943
19	-1	ENST00000340748	ENST00000340748	10105023	10166811
19	-1	ENST00000359526	ENST00000359526	10105023	10166811
11	-1	ENST00000336349	ENST00000336349	18584527	18612596
11	-1	ENST00000333429	ENST00000333429	18584770	18612596
1	1	ENST00000388258	ENST00000388258	70117862	70118095
1	1	ENST00000373582	ENST00000373582	32485405	32487046
1	1	ENST00000398362	ENST00000398362	32485405	32487046
5	1	ENST00000296739	ENST00000296739	79651599	79653414
2	-1	ENST00000407341	ENST00000407341	38151129	38156722
2	-1	ENST00000260630	ENST00000260630	38148250	38156796
7	-1	ENST00000223364	ENST00000223364	44144990	44147441
9	-1	ENST00000329934	ENST00000329934	42843630	42849081
1	-1	ENST00000403496	ENST00000403496	32470101	32478420
15	1	ENST00000316848	ENST00000316848	56850685	56937024
5	-1	ENST00000328657	ENST00000328657	79631253	79631912
15	-1	ENST00000380522	ENST00000380522	56770594	56772616
1	1	ENST00000373586	ENST00000373586	32460558	32469792
17	1	ENST00000328495	ENST00000328495	16551553	16608902
17	1	ENST00000399264	ENST00000399264	16534288	16551437
17	1	ENST00000340621	ENST00000340621	16534271	16556169
17	1	ENST00000399273	ENST00000399273	16534280	16621920
17	1	ENST00000360524	ENST00000360524	16534300	16648492
1	-1	ENST00000388266	ENST00000388266	70418415	70418710
6	1	ENST00000383614	ENST00000383614	30082339	30083996
6	1	ENST00000376791	ENST00000376791	30082343	30085708
6	1	ENST00000376793	ENST00000376793	30082354	30083982
6	1	ENST00000376792	ENST00000376792	30082343	30085708
13	1	ENST00000389591	ENST00000389591	97426950	97472132
13	1	ENST00000357602	ENST00000357602	97403930	97474552
13	1	ENST00000261574	ENST00000261574	97403930	97474550
13	1	ENST00000403772	ENST00000403772	97420036	97472733
15	1	ENST00000331871	ENST00000331871	56765871	56767069
16	1	ENST00000381396	ENST00000381396	19442722	19472231
16	1	ENST00000396208	ENST00000396208	19446689	19472227
16	1	ENST00000396212	ENST00000396212	19442709	19472231
16	1	ENST00000219827	ENST00000219827	19446689	19472227
5	-1	ENST00000329637	ENST00000329637	79466607	79534810
9	1	ENST00000377590	ENST00000377590	42707230	42710338
4	-1	ENST00000226444	ENST00000226444	70741520	70760459
3	-1	ENST00000395905	ENST00000395905	46531917	46582818
3	-1	ENST00000296144	ENST00000296144	46534874	46596576
17	-1	ENST00000311331	ENST00000311331	16464785	16497883
22	-1	ENST00000366463	ENST00000366463	35214592	35224390
22	-1	ENST00000397223	ENST00000397223	35215980	35232523
22	-1	ENST00000216187	ENST00000216187	35214235	35233015
22	-1	ENST00000340224	ENST00000340224	35215026	35224183
22	-1	ENST00000397224	ENST00000397224	35215026	35233033
2	1	ENST00000402091	ENST00000402091	38031148	38033757
2	1	ENST00000406963	ENST00000406963	38031139	38097911
2	1	ENST00000407257	ENST00000407257	38031079	38098205
2	1	ENST00000234195	ENST00000234195	38031110	38147784
2	1	ENST00000354545	ENST00000354545	38005966	38097905
2	1	ENST00000404848	ENST00000404848	38005934	38098391
2	1	ENST00000406384	ENST00000406384	38009406	38098391
2	1	ENST00000357809	ENST00000357809	38031787	38085160
6	-1	ENST00000376797	ENST00000376797	30076768	30136900
19	-1	ENST00000253108	ENST00000253108	10086690	10091599
3	1	ENST00000296142	ENST00000296142	46514489	46517417
20	1	ENST00000262650	ENST00000262650	32414745	32562858
20	1	ENST00000374864	ENST00000374864	32414745	32562858
1	-1	ENST00000309777	ENST00000309777	32454385	32460513
1	-1	ENST00000373593	ENST00000373593	32454385	32460531
1	-1	ENST00000344461	ENST00000344461	32454388	32460526
1	-1	ENST00000398388	ENST00000398388	32455710	32460513
1	-1	ENST00000346913	ENST00000346913	32452666	32460536
1	-1	ENST00000398390	ENST00000398390	32454389	32460295
4	-1	ENST00000310613	ENST00000310613	70627277	70661019
X	1	ENST00000218056	ENST00000218056	48340845	48348518
X	1	ENST00000344046	ENST00000344046	48332467	48341356
X	1	ENST00000376729	ENST00000376729	48340847	48348420
9	1	ENST00000377594	ENST00000377594	42661911	42704941
9	1	ENST00000382436	ENST00000382436	42679768	42704941
13	1	ENST00000245304	ENST00000245304	96884475	96918243
1	1	ENST00000409358	ENST00000409358	32447282	32454384
17	-1	ENST00000268727	ENST00000268727	16395436	16413189
17	-1	ENST00000395824	ENST00000395824	16395426	16413208
17	-1	ENST00000395825	ENST00000395825	16395426	16413245
5	1	ENST00000350881	ENST00000350881	79366859	79414861
11	-1	ENST00000396196	ENST00000396196	18514266	18566857
11	-1	ENST00000379387	ENST00000379387	18509821	18566857
11	-1	ENST00000300038	ENST00000300038	18542089	18566857
11	-1	ENST00000396197	ENST00000396197	18509821	18566857
11	-1	ENST00000320750	ENST00000320750	18509821	18566857
19	1	ENST00000321826	ENST00000321826	10083197	10087065
22	-1	ENST00000403313	ENST00000403313	35193584	35207333
22	-1	ENST00000216185	ENST00000216185	35193039	35207633
2	-1	ENST00000295324	ENST00000295324	37724247	37752830
5	-1	ENST00000328496	ENST00000328496	79313964	79322836
16	-1	ENST00000353258	ENST00000353258	19420518	19440951
8	1	ENST00000396837	ENST00000396837	43037579	43060080
8	1	ENST00000342116	ENST00000342116	43030599	43060080
8	1	ENST00000302279	ENST00000302279	43030599	43060080
4	-1	ENST00000286604	ENST00000286604	70488724	70548007
6	1	ENST00000404219	ENST00000404219	30050848	30051461
6	1	ENST00000376800	ENST00000376800	30050871	30054148
6	1	ENST00000396615	ENST00000396615	30050871	30054175
1	1	ENST00000291358	ENST00000291358	32443859	32446875
7	-1	ENST00000406581	ENST00000406581	44120819	44129632
7	-1	ENST00000223361	ENST00000223361	44120811	44128238
7	-1	ENST00000395803	ENST00000395803	44120812	44129655
9	1	ENST00000358745	ENST00000358745	42659317	42704589
15	-1	ENST00000396140	ENST00000396140	56675802	56797520
15	-1	ENST00000396136	ENST00000396136	56676693	56758774
15	-1	ENST00000402627	ENST00000402627	56676363	56829085
15	-1	ENST00000260408	ENST00000260408	56675802	56829469
14	1	ENST00000351081	ENST00000351081	58725152	58906224
14	1	ENST00000358498	ENST00000358498	58725152	58906224
14	1	ENST00000360909	ENST00000360909	58725152	58906224
14	1	ENST00000395125	ENST00000395125	58799926	58907876
20	-1	ENST00000217426	ENST00000217426	32331737	32354811
17	-1	ENST00000325618	ENST00000325618	16286053	16335889
17	-1	ENST00000409083	ENST00000409083	16286053	16336192
17	-1	ENST00000409887	ENST00000409887	16287300	16336057
1	1	ENST00000373604	ENST00000373604	32438821	32443573
1	1	ENST00000373602	ENST00000373602	32438789	32443578
8	1	ENST00000307602	ENST00000307602	42871190	42994084
4	-1	ENST00000305107	ENST00000305107	70380473	70396215
17	1	ENST00000347812	ENST00000347812	16283081	16286063
1	1	ENST00000327820	ENST00000327820	70768797	70769213
20	1	ENST00000374954	ENST00000374954	32311832	32320809
9	1	ENST00000316269	ENST00000316269	42459544	42464233
4	1	ENST00000359915	ENST00000359915	70289798	70296132
14	1	ENST00000335867	ENST00000335867	58174510	58184789
14	1	ENST00000395153	ENST00000395153	58174527	58184792
14	1	ENST00000395151	ENST00000395151	58170555	58184792
4	1	ENST00000381079	ENST00000381079	70311158	70323496
9	1	ENST00000305739	ENST00000305739	42401965	42419597
11	-1	ENST00000357193	ENST00000357193	18458436	18505048
11	-1	ENST00000251968	ENST00000251968	18458438	18505065
2	1	ENST00000404976	ENST00000404976	37425241	37453389
2	1	ENST00000338415	ENST00000338415	37425257	37453968
18	-1	ENST00000353265	ENST00000353265	76016114	76106388
19	1	ENST00000253107	ENST00000253107	10078044	10082970
19	1	ENST00000342696	ENST00000342696	10078044	10082841
19	1	ENST00000393793	ENST00000393793	10078095	10082930
12	1	ENST00000251758	ENST00000251758	31118046	31148992
12	1	ENST00000350437	ENST00000350437	31118046	31148992
12	1	ENST00000228264	ENST00000228264	31118046	31148992
12	1	ENST00000404673	ENST00000404673	31118092	31148999
12	1	ENST00000407793	ENST00000407793	31118092	31148999
1	1	ENST00000373609	ENST00000373609	32418253	32436473
1	1	ENST00000373610	ENST00000373610	32417874	32436472
15	1	ENST00000356113	ENST00000356113	56490060	56648364
15	1	ENST00000299022	ENST00000299022	56511467	56648365
7	1	ENST00000223357	ENST00000223357	44110485	44120683
18	1	ENST00000262198	ENST00000262198	75967903	75999217
X	1	ENST00000376759	ENST00000376759	48317780	48321742
X	1	ENST00000376755	ENST00000376755	48318284	48321200
X	1	ENST00000354480	ENST00000354480	48319231	48321623
X	1	ENST00000376756	ENST00000376756	48317816	48321615
X	1	ENST00000376764	ENST00000376764	48317816	48319209
13	1	ENST00000343600	ENST00000343600	96672575	96844374
13	1	ENST00000345429	ENST00000345429	96672575	96844374
13	1	ENST00000376673	ENST00000376673	96672575	96844374
13	1	ENST00000397601	ENST00000397601	96671689	96844375
13	1	ENST00000397597	ENST00000397597	96672575	96797320
13	1	ENST00000376685	ENST00000376685	96672575	96816943
13	1	ENST00000376679	ENST00000376679	96672609	96816943
8	-1	ENST00000330830	ENST00000330830	42829548	42870780
8	-1	ENST00000319073	ENST00000319073	42829548	42870939
8	-1	ENST00000240159	ENST00000240159	42829548	42870939
8	-1	ENST00000319104	ENST00000319104	42825091	42870939
20	-1	ENST00000374980	ENST00000374980	32139776	32163746
17	1	ENST00000338560	ENST00000338560	16259581	16281040
5	1	ENST00000238522	ENST00000238522	79021415	79131804
11	1	ENST00000396213	ENST00000396213	18433950	18457446
11	1	ENST00000280706	ENST00000280706	18434007	18457723
X	-1	ENST00000376775	ENST00000376775	48272500	48318219
4	1	ENST00000305084	ENST00000305084	70180808	70195356
4	1	ENST00000335568	ENST00000335568	70180806	70195356
3	-1	ENST00000231751	ENST00000231751	46452503	46481404
9	1	ENST00000377601	ENST00000377601	42358299	42401859
10	-1	ENST00000374768	ENST00000374768	34675132	34701467
10	-1	ENST00000374773	ENST00000374773	34641198	35144255
10	-1	ENST00000374776	ENST00000374776	34641190	35144255
10	-1	ENST00000374788	ENST00000374788	34438495	35144255
10	-1	ENST00000340077	ENST00000340077	34641286	35144149
10	-1	ENST00000350537	ENST00000350537	34438495	35144149
10	-1	ENST00000374789	ENST00000374789	34438495	35144149
10	-1	ENST00000346874	ENST00000346874	34438495	35144149
10	-1	ENST00000374794	ENST00000374794	34438495	35144149
10	-1	ENST00000374790	ENST00000374790	34438495	35144149
13	-1	ENST00000298440	ENST00000298440	96435974	96444605
19	-1	ENST00000253109	ENST00000253109	10064015	10074472
12	1	ENST00000261177	ENST00000261177	30971105	31036722
15	1	ENST00000219919	ENST00000219919	56217700	56265402
13	1	ENST00000376705	ENST00000376705	95541094	96283672
2	-1	ENST00000379066	ENST00000379066	37331149	37398541
2	-1	ENST00000234179	ENST00000234179	37331152	37397726
19	1	ENST00000386377	ENST00000386377	63273150	63273468
16	1	ENST00000381414	ENST00000381414	19329558	19417936
16	1	ENST00000219821	ENST00000219821	19375273	19417936
16	1	ENST00000396229	ENST00000396229	19329558	19417936
18	1	ENST00000262197	ENST00000262197	75895466	75907365
18	1	ENST00000306735	ENST00000306735	75895346	75907373
5	1	ENST00000296783	ENST00000296783	78944152	79017858
8	-1	ENST00000345117	ENST00000345117	42810975	42817631
8	-1	ENST00000254250	ENST00000254250	42810975	42817631
14	1	ENST00000261244	ENST00000261244	57964463	58085299
14	1	ENST00000354386	ENST00000354386	57963351	58085299
19	1	ENST00000387967	ENST00000387967	63273646	63273732
7	-1	ENST00000242248	ENST00000242248	44078374	44088607
7	-1	ENST00000335195	ENST00000335195	44078374	44088607
7	-1	ENST00000395831	ENST00000395831	44079186	44088607
X	1	ENST00000376771	ENST00000376771	48283019	48305941
4	-1	ENST00000305206	ENST00000305206	69904925	70115031
8	-1	ENST00000276410	ENST00000276410	42726939	42742776
9	-1	ENST00000377614	ENST00000377614	41951617	42009580
16	1	ENST00000399190	ENST00000399190	19204602	19222719
16	1	ENST00000399195	ENST00000399195	19204665	19227914
16	1	ENST00000344144	ENST00000344144	19204602	19223223
1	1	ENST00000373617	ENST00000373617	32346256	32411361
1	1	ENST00000373625	ENST00000373625	32346231	32414756
19	1	ENST00000326176	ENST00000326176	10054641	10064927
19	1	ENST00000253110	ENST00000253110	10053362	10064927
19	1	ENST00000397881	ENST00000397881	10061013	10064927
11	1	ENST00000280704	ENST00000280704	18390429	18429366
11	1	ENST00000396215	ENST00000396215	18390453	18429366
19	1	ENST00000391698	ENST00000391698	63419355	63419739
4	1	ENST00000305231	ENST00000305231	69996814	70013293
3	1	ENST00000399036	ENST00000399036	46423658	46426017
3	1	ENST00000357392	ENST00000357392	46424166	46426017
7	-1	ENST00000297283	ENST00000297283	44068855	44071709
18	-1	ENST00000355491	ENST00000355491	75837757	75849506
18	-1	ENST00000269601	ENST00000269601	75833857	75849520
20	1	ENST00000375114	ENST00000375114	32045146	32131697
20	1	ENST00000246194	ENST00000246194	32045146	32131697
20	1	ENST00000375054	ENST00000375054	32123542	32131697
14	-1	ENST00000395159	ENST00000395159	57944967	57963985
14	-1	ENST00000407021	ENST00000407021	57945120	57963645
14	-1	ENST00000216463	ENST00000216463	57945124	57963985
4	-1	ENST00000381096	ENST00000381096	69905135	70115054
17	1	ENST00000395837	ENST00000395837	16225380	16226779
17	1	ENST00000395839	ENST00000395839	16225329	16226779
17	1	ENST00000302182	ENST00000302182	16225092	16226779
19	1	ENST00000299933	ENST00000299933	63515347	63518375
18	-1	ENST00000400270	ENST00000400270	75763454	75805312
8	1	ENST00000289957	ENST00000289957	42671719	42711366
2	1	ENST00000002125	ENST00000002125	37312278	37329805
2	1	ENST00000336237	ENST00000336237	37312313	37329066
X	1	ENST00000276096	ENST00000276096	48265177	48272046
5	-1	ENST00000282260	ENST00000282260	78705543	78845456
5	-1	ENST00000399166	ENST00000399166	78704215	78845796
5	-1	ENST00000334082	ENST00000334082	78705543	78845456
14	1	ENST00000360945	ENST00000360945	57932386	57945172
16	1	ENST00000396244	ENST00000396244	19074715	19186055
16	1	ENST00000355377	ENST00000355377	19087139	19186055
8	1	ENST00000319946	ENST00000319946	42515913	42527272
15	-1	ENST00000249750	ENST00000249750	56032920	56145908
15	-1	ENST00000347587	ENST00000347587	56032920	56145908
9	-1	ENST00000354805	ENST00000354805	41938516	41944688
9	-1	ENST00000355952	ENST00000355952	41943759	41945031
9	-1	ENST00000377616	ENST00000377616	41943582	41945031
1	-1	ENST00000388295	ENST00000388295	73429962	73430128
4	-1	ENST00000251566	ENST00000251566	69828756	69852093
16	1	ENST00000381440	ENST00000381440	19032783	19040447
17	-1	ENST00000299736	ENST00000299736	16186574	16197537
19	1	ENST00000333905	ENST00000333905	10013032	10045811
5	1	ENST00000396135	ENST00000396135	78569043	78653704
5	1	ENST00000282259	ENST00000282259	78569043	78653704
5	1	ENST00000396137	ENST00000396137	78568095	78658794
1	1	ENST00000373633	ENST00000373633	32311109	32341049
1	1	ENST00000336294	ENST00000336294	32311109	32341049
1	1	ENST00000373634	ENST00000373634	32311109	32341049
20	1	ENST00000217402	ENST00000217402	31862780	31905830
19	1	ENST00000171214	ENST00000171214	9984925	9993954
2	-1	ENST00000234170	ENST00000234170	37282287	37312248
17	1	ENST00000388610	ENST00000388610	71827053	71827146
17	1	ENST00000388615	ENST00000388615	71831872	71831973
8	-1	ENST00000342228	ENST00000342228	42393173	42516225
18	1	ENST00000316249	ENST00000316249	75724656	75760804
18	-1	ENST00000357575	ENST00000357575	75763476	75812018
18	-1	ENST00000409073	ENST00000409073	75763409	75811805
18	-1	ENST00000397778	ENST00000397778	75763476	75812605
18	-1	ENST00000351365	ENST00000351365	75763476	75812018
19	1	ENST00000387968	ENST00000387968	63566677	63566751
5	1	ENST00000274353	ENST00000274353	78443360	78463866
2	1	ENST00000392061	ENST00000392061	37277155	37285386
