Chromosome	Strand	CpG Island ID	Segment ID	CpG Island Start (bp)	CpG Island End (bp)
2	NA	1501_CpG:62_strong-island	1501_CpG:62_strong-island	104689431	104690084
2	NA	1502_CpG:59_strong-island	1502_CpG:59_strong-island	104856786	104857297
2	NA	1503_CpG:117_strong-island	1503_CpG:117_strong-island	104966448	104967663
2	NA	1504_CpG:28_strong-island	1504_CpG:28_strong-island	104968202	104968614
2	NA	1505_CpG:23_weak-island	1505_CpG:23_weak-island	104970896	104971218
2	NA	1506_CpG:24_strong-island	1506_CpG:24_strong-island	105064484	105064725
2	NA	1507_CpG:78_weak-island	1507_CpG:78_weak-island	105238857	105239605
2	NA	1508_CpG:17_strong-island	1508_CpG:17_strong-island	105500194	105500403
2	NA	1509_CpG:25_strong-island	1509_CpG:25_strong-island	105508926	105509264
2	NA	1510_CpG:28_strong-island	1510_CpG:28_strong-island	105509637	105509937
2	NA	1511_CpG:21_strong-island	1511_CpG:21_strong-island	105512684	105512957
2	NA	1512_CpG:18_weak-island	1512_CpG:18_weak-island	105514828	105515050
2	NA	1513_CpG:37_strong-island	1513_CpG:37_strong-island	105515345	105515762
2	NA	1514_CpG:71_strong-island	1514_CpG:71_strong-island	105516210	105516827
2	NA	1515_CpG:22_strong-island	1515_CpG:22_strong-island	105521534	105521746
2	NA	1516_CpG:17_strong-island	1516_CpG:17_strong-island	105522332	105522544
2	NA	1517_CpG:39_weak-island	1517_CpG:39_weak-island	105744478	105745001
2	NA	1518_CpG:27_strong-island	1518_CpG:27_strong-island	105843261	105843546
2	NA	1519_CpG:122_strong-island	1519_CpG:122_strong-island	106533450	106534749
2	NA	1520_CpG:22_strong-island	1520_CpG:22_strong-island	106535253	106535515
2	NA	1521_CpG:24_strong-island	1521_CpG:24_strong-island	106814344	106814585
2	NA	1522_CpG:46_strong-island	1522_CpG:46_strong-island	109120771	109121268
2	NA	1523_CpG:18_weak-island	1523_CpG:18_weak-island	109514189	109514401
2	NA	1524_CpG:36_weak-island	1524_CpG:36_weak-island	109517329	109517794
2	NA	1525_CpG:60_weak-island	1525_CpG:60_weak-island	109533623	109534364
2	NA	1526_CpG:17_strong-island	1526_CpG:17_strong-island	109563597	109563843
2	NA	1527_CpG:76_strong-island	1527_CpG:76_strong-island	109730742	109731425
2	NA	1528_CpG:102_strong-island	1528_CpG:102_strong-island	109757715	109758529
2	NA	1529_CpG:37_strong-island	1529_CpG:37_strong-island	109857897	109858195
2	NA	1530_CpG:75_strong-island	1530_CpG:75_strong-island	112079407	112080042
2	NA	1531_CpG:68_strong-island	1531_CpG:68_strong-island	112105635	112106243
2	NA	1532_CpG:29_strong-island	1532_CpG:29_strong-island	112207883	112208221
2	NA	1533_CpG:49_strong-island	1533_CpG:49_strong-island	112219250	112219696
2	NA	1534_CpG:40_strong-island	1534_CpG:40_strong-island	112295030	112295499
2	NA	1535_CpG:53_strong-island	1535_CpG:53_strong-island	112333071	112333668
2	NA	1536_CpG:40_strong-island	1536_CpG:40_strong-island	113057122	113057578
2	NA	1537_CpG:33_weak-island	1537_CpG:33_weak-island	113167533	113167971
2	NA	1538_CpG:29_strong-island	1538_CpG:29_strong-island	113597745	113598044
2	NA	1539_CpG:41_strong-island	1539_CpG:41_strong-island	113598635	113598984
2	NA	1540_CpG:23_strong-island	1540_CpG:23_strong-island	113688654	113688903
2	NA	1541_CpG:58_strong-island	1541_CpG:58_strong-island	113839099	113839559
2	NA	1542_CpG:29_strong-island	1542_CpG:29_strong-island	114000808	114001064
2	NA	1543_CpG:33_strong-island	1543_CpG:33_strong-island	114026901	114027236
2	NA	1544_CpG:31_strong-island	1544_CpG:31_strong-island	114480401	114480716
2	NA	1545_CpG:29_strong-island	1545_CpG:29_strong-island	115407088	115407477
2	NA	1546_CpG:23_strong-island	1546_CpG:23_strong-island	115680661	115680979
2	NA	1547_CpG:21_strong-island	1547_CpG:21_strong-island	115686154	115686396
2	NA	1548_CpG:16_strong-island	1548_CpG:16_strong-island	115887971	115888174
2	NA	1549_CpG:55_strong-island	1549_CpG:55_strong-island	116801304	116801844
2	NA	1550_CpG:17_strong-island	1550_CpG:17_strong-island	116945779	116946009
2	NA	1551_CpG:170_strong-island	1551_CpG:170_strong-island	116946249	116947693
2	NA	1552_CpG:46_strong-island	1552_CpG:46_strong-island	117075410	117075922
2	NA	1553_CpG:47_strong-island	1553_CpG:47_strong-island	117168382	117168799
2	NA	1554_CpG:18_weak-island	1554_CpG:18_weak-island	118082505	118082743
2	NA	1555_CpG:97_weak-island	1555_CpG:97_weak-island	118198685	118199870
2	NA	1556_CpG:48_weak-island	1556_CpG:48_weak-island	118214078	118214613
2	NA	1557_CpG:26_weak-island	1557_CpG:26_weak-island	118256603	118256940
2	NA	1558_CpG:76_strong-island	1558_CpG:76_strong-island	118304894	118305576
2	NA	1559_CpG:34_strong-island	1559_CpG:34_strong-island	118375184	118375435
2	NA	1560_CpG:32_strong-island	1560_CpG:32_strong-island	118423882	118424263
2	NA	856_CpG:19_strong-island	856_CpG:19_strong-island	118488984	118489204
2	NA	1561_CpG:84_strong-island	1561_CpG:84_strong-island	118502661	118503417
2	NA	1562_CpG:173_weak-island	1562_CpG:173_weak-island	118528155	118530043
2	NA	1563_CpG:38_weak-island	1563_CpG:38_weak-island	118536806	118537253
2	NA	1564_CpG:123_strong-island	1564_CpG:123_strong-island	118571346	118572544
2	NA	1565_CpG:31_strong-island	1565_CpG:31_strong-island	118616302	118616691
2	NA	1566_CpG:44_strong-island	1566_CpG:44_strong-island	118639819	118640318
2	NA	1567_CpG:30_strong-island	1567_CpG:30_strong-island	118709044	118709392
2	NA	1568_CpG:172_strong-island	1568_CpG:172_strong-island	118726955	118728699
2	NA	1569_CpG:26_weak-island	1569_CpG:26_weak-island	118741782	118742114
2	NA	1570_CpG:52_weak-island	1570_CpG:52_weak-island	118752118	118752830
2	NA	1571_CpG:24_strong-island	1571_CpG:24_strong-island	118798443	118798699
2	NA	1572_CpG:63_strong-island	1572_CpG:63_strong-island	118801841	118802540
2	NA	1573_CpG:53_weak-island	1573_CpG:53_weak-island	118860518	118861169
2	NA	1574_CpG:61_strong-island	1574_CpG:61_strong-island	118872807	118873374
2	NA	1575_CpG:52_strong-island	1575_CpG:52_strong-island	118938435	118938916
2	NA	1576_CpG:74_strong-island	1576_CpG:74_strong-island	118982152	118982924
2	NA	1577_CpG:60_strong-island	1577_CpG:60_strong-island	118993181	118993822
2	NA	1578_CpG:40_strong-island	1578_CpG:40_strong-island	119034318	119034772
2	NA	1579_CpG:123_strong-island	1579_CpG:123_strong-island	119062753	119063968
2	NA	1580_CpG:33_strong-island	1580_CpG:33_strong-island	119096677	119096969
2	NA	1581_CpG:23_strong-island	1581_CpG:23_strong-island	119114258	119114491
2	NA	1582_CpG:24_strong-island	1582_CpG:24_strong-island	119119478	119119783
2	NA	1583_CpG:69_weak-island	1583_CpG:69_weak-island	119147869	119148680
2	NA	1584_CpG:109_weak-island	1584_CpG:109_weak-island	119151637	119153129
2	NA	1585_CpG:49_strong-island	1585_CpG:49_strong-island	119163528	119163951
2	NA	1586_CpG:52_weak-island	1586_CpG:52_weak-island	119176671	119177329
2	NA	1587_CpG:107_strong-island	1587_CpG:107_strong-island	119302632	119304002
2	NA	1588_CpG:20_weak-island	1588_CpG:20_weak-island	119372652	119372891
2	NA	1589_CpG:49_strong-island	1589_CpG:49_strong-island	119373207	119373724
2	NA	1590_CpG:54_strong-island	1590_CpG:54_strong-island	119419967	119420453
2	NA	1591_CpG:43_strong-island	1591_CpG:43_strong-island	119443908	119444388
2	NA	1592_CpG:21_strong-island	1592_CpG:21_strong-island	119488357	119488615
2	NA	1593_CpG:58_strong-island	1593_CpG:58_strong-island	119500669	119501364
2	NA	1594_CpG:114_strong-island	1594_CpG:114_strong-island	119568011	119569161
2	NA	1595_CpG:44_weak-island	1595_CpG:44_weak-island	119569561	119570178
2	NA	1596_CpG:95_strong-island	1596_CpG:95_strong-island	119583788	119584733
2	NA	1597_CpG:24_strong-island	1597_CpG:24_strong-island	119613222	119613425
2	NA	1598_CpG:77_strong-island	1598_CpG:77_strong-island	119625061	119625776
2	NA	1599_CpG:103_strong-island	1599_CpG:103_strong-island	119698244	119699125
2	NA	1600_CpG:62_strong-island	1600_CpG:62_strong-island	119722791	119723434
2	NA	1601_CpG:32_strong-island	1601_CpG:32_strong-island	119798042	119798380
2	NA	1602_CpG:26_strong-island	1602_CpG:26_strong-island	119853156	119853358
2	NA	1603_CpG:77_strong-island	1603_CpG:77_strong-island	119979833	119980585
2	NA	1604_CpG:36_weak-island	1604_CpG:36_weak-island	120178458	120178915
2	NA	1605_CpG:27_strong-island	1605_CpG:27_strong-island	120229624	120229995
2	NA	1606_CpG:33_strong-island	1606_CpG:33_strong-island	120389209	120389606
2	NA	1607_CpG:39_strong-island	1607_CpG:39_strong-island	120393298	120393780
2	NA	1608_CpG:33_strong-island	1608_CpG:33_strong-island	120434972	120435317
2	NA	1609_CpG:19_weak-island	1609_CpG:19_weak-island	120454800	120455006
2	NA	1610_CpG:102_strong-island	1610_CpG:102_strong-island	120556554	120557414
2	NA	1611_CpG:89_strong-island	1611_CpG:89_strong-island	120675651	120676610
2	NA	1612_CpG:34_strong-island	1612_CpG:34_strong-island	120796257	120796528
2	NA	1613_CpG:53_strong-island	1613_CpG:53_strong-island	120802919	120803385
2	NA	1614_CpG:25_strong-island	1614_CpG:25_strong-island	120834076	120834377
2	NA	1615_CpG:21_strong-island	1615_CpG:21_strong-island	120870307	120870557
2	NA	1616_CpG:102_strong-island	1616_CpG:102_strong-island	120965469	120966444
2	NA	1617_CpG:106_strong-island	1617_CpG:106_strong-island	120996204	120997372
2	NA	1618_CpG:46_strong-island	1618_CpG:46_strong-island	121096762	121097287
2	NA	1619_CpG:19_weak-island	1619_CpG:19_weak-island	121114849	121115130
2	NA	1620_CpG:44_strong-island	1620_CpG:44_strong-island	121115213	121115591
2	NA	1621_CpG:17_weak-island	1621_CpG:17_weak-island	121132778	121133019
2	NA	1622_CpG:47_strong-island	1622_CpG:47_strong-island	121180776	121181170
2	NA	1623_CpG:101_strong-island	1623_CpG:101_strong-island	121239254	121240192
2	NA	1624_CpG:122_strong-island	1624_CpG:122_strong-island	121274759	121275810
2	NA	1625_CpG:16_strong-island	1625_CpG:16_strong-island	121295667	121295879
2	NA	1626_CpG:16_strong-island	1626_CpG:16_strong-island	121328220	121328432
2	NA	1627_CpG:27_strong-island	1627_CpG:27_strong-island	121332176	121332528
2	NA	1628_CpG:99_strong-island	1628_CpG:99_strong-island	121632056	121633002
2	NA	1629_CpG:88_strong-island	1629_CpG:88_strong-island	121692484	121693368
2	NA	1630_CpG:86_strong-island	1630_CpG:86_strong-island	121781535	121782508
2	NA	1631_CpG:99_strong-island	1631_CpG:99_strong-island	121853884	121855046
2	NA	1632_CpG:27_weak-island	1632_CpG:27_weak-island	121943903	121944207
2	NA	1633_CpG:27_strong-island	1633_CpG:27_strong-island	122060245	122060613
2	NA	1634_CpG:30_strong-island	1634_CpG:30_strong-island	122124398	122124845
2	NA	1635_CpG:25_strong-island	1635_CpG:25_strong-island	122127420	122127673
2	NA	1636_CpG:65_strong-island	1636_CpG:65_strong-island	122174243	122174825
2	NA	1637_CpG:39_strong-island	1637_CpG:39_strong-island	122194363	122194737
2	NA	1638_CpG:53_strong-island	1638_CpG:53_strong-island	122293270	122293860
2	NA	1639_CpG:41_strong-island	1639_CpG:41_strong-island	122436768	122437178
2	NA	1640_CpG:122_strong-island	1640_CpG:122_strong-island	122456316	122457477
2	NA	1641_CpG:34_strong-island	1641_CpG:34_strong-island	122463474	122463743
2	NA	1642_CpG:101_strong-island	1642_CpG:101_strong-island	122527939	122528662
2	NA	1643_CpG:50_strong-island	1643_CpG:50_strong-island	122564064	122564576
2	NA	1644_CpG:38_weak-island	1644_CpG:38_weak-island	122590824	122591258
2	NA	1645_CpG:43_strong-island	1645_CpG:43_strong-island	123915637	123916101
2	NA	1646_CpG:17_weak-island	1646_CpG:17_weak-island	123916247	123916458
2	NA	1647_CpG:109_strong-island	1647_CpG:109_strong-island	124435576	124436666
2	NA	1648_CpG:84_strong-island	1648_CpG:84_strong-island	124948884	124949567
2	NA	1649_CpG:95_strong-island	1649_CpG:95_strong-island	125072926	125073694
2	NA	1650_CpG:87_weak-island	1650_CpG:87_weak-island	125331183	125332229
2	NA	1651_CpG:49_strong-island	1651_CpG:49_strong-island	125450581	125451031
2	NA	1652_CpG:29_strong-island	1652_CpG:29_strong-island	125499095	125499378
2	NA	1653_CpG:32_weak-island	1653_CpG:32_weak-island	125548942	125549394
2	NA	1654_CpG:54_strong-island	1654_CpG:54_strong-island	125608234	125608648
2	NA	1655_CpG:50_weak-island	1655_CpG:50_weak-island	125684392	125684983
2	NA	1656_CpG:53_strong-island	1656_CpG:53_strong-island	125977658	125978238
2	NA	1657_CpG:61_strong-island	1657_CpG:61_strong-island	126378658	126379242
2	NA	1658_CpG:151_strong-island	1658_CpG:151_strong-island	126500344	126501685
2	NA	1659_CpG:59_strong-island	1659_CpG:59_strong-island	126532872	126533394
2	NA	1660_CpG:93_strong-island	1660_CpG:93_strong-island	126701367	126702259
2	NA	1661_CpG:29_strong-island	1661_CpG:29_strong-island	126758715	126759037
2	NA	1662_CpG:42_strong-island	1662_CpG:42_strong-island	126834347	126834792
2	NA	1663_CpG:31_strong-island	1663_CpG:31_strong-island	126896324	126896619
2	NA	1664_CpG:49_strong-island	1664_CpG:49_strong-island	126959366	126959840
2	NA	1665_CpG:24_strong-island	1665_CpG:24_strong-island	126968970	126969242
2	NA	1666_CpG:35_strong-island	1666_CpG:35_strong-island	127033969	127034340
2	NA	1667_CpG:97_weak-island	1667_CpG:97_weak-island	127073220	127074455
2	NA	1668_CpG:105_strong-island	1668_CpG:105_strong-island	127095466	127096585
2	NA	1669_CpG:102_strong-island	1669_CpG:102_strong-island	127161704	127162472
2	NA	1670_CpG:63_strong-island	1670_CpG:63_strong-island	127188651	127189366
2	NA	1671_CpG:25_strong-island	1671_CpG:25_strong-island	127270048	127270335
2	NA	1672_CpG:64_weak-island	1672_CpG:64_weak-island	127307845	127308460
2	NA	1673_CpG:42_weak-island	1673_CpG:42_weak-island	127366771	127367271
2	NA	1674_CpG:19_strong-island	1674_CpG:19_strong-island	127410304	127410528
2	NA	1675_CpG:48_strong-island	1675_CpG:48_strong-island	127412910	127413395
2	NA	1676_CpG:36_strong-island	1676_CpG:36_strong-island	127481848	127482227
2	NA	1677_CpG:34_strong-island	1677_CpG:34_strong-island	127614389	127614710
2	NA	1678_CpG:31_strong-island	1678_CpG:31_strong-island	127617935	127618296
2	NA	1679_CpG:56_strong-island	1679_CpG:56_strong-island	127657188	127657727
2	NA	1680_CpG:256_strong-island	1680_CpG:256_strong-island	127951361	127954049
2	NA	1681_CpG:51_strong-island	1681_CpG:51_strong-island	128512660	128513235
2	NA	1682_CpG:32_strong-island	1682_CpG:32_strong-island	128643922	128644270
2	NA	1683_CpG:34_weak-island	1683_CpG:34_weak-island	128689566	128689938
2	NA	1684_CpG:29_strong-island	1684_CpG:29_strong-island	128718025	128718310
2	NA	1685_CpG:59_strong-island	1685_CpG:59_strong-island	128769297	128769910
2	NA	1686_CpG:69_strong-island	1686_CpG:69_strong-island	128792754	128793467
2	NA	1687_CpG:66_strong-island	1687_CpG:66_strong-island	128864569	128865276
2	NA	1688_CpG:52_strong-island	1688_CpG:52_strong-island	128891604	128892088
2	NA	1689_CpG:24_strong-island	1689_CpG:24_strong-island	128926776	128927018
2	NA	1690_CpG:18_strong-island	1690_CpG:18_strong-island	128951501	128951774
2	NA	1691_CpG:35_strong-island	1691_CpG:35_strong-island	128955133	128955584
2	NA	1692_CpG:115_strong-island	1692_CpG:115_strong-island	129023907	129024972
2	NA	1693_CpG:32_strong-island	1693_CpG:32_strong-island	129122714	129123032
2	NA	1694_CpG:54_strong-island	1694_CpG:54_strong-island	129418931	129419414
2	NA	1695_CpG:20_strong-island	1695_CpG:20_strong-island	129513782	129514074
2	NA	1696_CpG:165_strong-island	1696_CpG:165_strong-island	129626059	129627689
2	NA	1697_CpG:80_strong-island	1697_CpG:80_strong-island	130004484	130005165
2	NA	1698_CpG:73_strong-island	1698_CpG:73_strong-island	130099789	130100551
2	NA	1699_CpG:45_strong-island	1699_CpG:45_strong-island	130109855	130110277
2	NA	1700_CpG:25_weak-island	1700_CpG:25_weak-island	130120474	130120790
2	NA	1701_CpG:82_strong-island	1701_CpG:82_strong-island	130121161	130121964
2	NA	1702_CpG:57_weak-island	1702_CpG:57_weak-island	130187583	130188198
2	NA	1703_CpG:41_strong-island	1703_CpG:41_strong-island	130223149	130223597
2	NA	1704_CpG:100_strong-island	1704_CpG:100_strong-island	130249413	130250560
2	NA	1705_CpG:81_strong-island	1705_CpG:81_strong-island	130275853	130276510
2	NA	1706_CpG:79_strong-island	1706_CpG:79_strong-island	130389302	130390050
2	NA	1707_CpG:41_weak-island	1707_CpG:41_weak-island	130402224	130402706
2	NA	1708_CpG:51_weak-island	1708_CpG:51_weak-island	130406392	130406982
2	NA	1709_CpG:50_strong-island	1709_CpG:50_strong-island	130455286	130455816
2	NA	1710_CpG:19_weak-island	1710_CpG:19_weak-island	130460715	130460965
2	NA	1711_CpG:48_strong-island	1711_CpG:48_strong-island	130468137	130468716
2	NA	1712_CpG:36_strong-island	1712_CpG:36_strong-island	130490037	130490403
2	NA	1713_CpG:31_strong-island	1713_CpG:31_strong-island	130493298	130493654
2	NA	1714_CpG:89_strong-island	1714_CpG:89_strong-island	130522638	130523525
2	NA	1715_CpG:70_strong-island	1715_CpG:70_strong-island	130665379	130666132
2	NA	1716_CpG:76_strong-island	1716_CpG:76_strong-island	130732003	130732712
2	NA	1717_CpG:105_strong-island	1717_CpG:105_strong-island	130866780	130867488
2	NA	1718_CpG:26_weak-island	1718_CpG:26_weak-island	130889161	130889488
2	NA	1719_CpG:36_strong-island	1719_CpG:36_strong-island	130970356	130970746
2	NA	1720_CpG:56_strong-island	1720_CpG:56_strong-island	130985664	130986306
2	NA	1721_CpG:30_strong-island	1721_CpG:30_strong-island	130997235	130997476
2	NA	1722_CpG:73_strong-island	1722_CpG:73_strong-island	131004903	131005600
2	NA	1723_CpG:35_strong-island	1723_CpG:35_strong-island	131035802	131036157
2	NA	1724_CpG:35_weak-island	1724_CpG:35_weak-island	131059731	131060244
2	NA	1725_CpG:80_strong-island	1725_CpG:80_strong-island	131087981	131088614
2	NA	1726_CpG:71_strong-island	1726_CpG:71_strong-island	131178186	131178896
2	NA	1727_CpG:90_strong-island	1727_CpG:90_strong-island	131317394	131318291
2	NA	1728_CpG:18_weak-island	1728_CpG:18_weak-island	131346316	131346544
2	NA	1729_CpG:42_strong-island	1729_CpG:42_strong-island	131371788	131372169
2	NA	1730_CpG:145_strong-island	1730_CpG:145_strong-island	131386850	131388385
2	NA	1731_CpG:28_strong-island	1731_CpG:28_strong-island	131735589	131735831
2	NA	1732_CpG:21_strong-island	1732_CpG:21_strong-island	131854810	131855064
2	NA	1733_CpG:28_weak-island	1733_CpG:28_weak-island	131855431	131855679
2	NA	1734_CpG:62_strong-island	1734_CpG:62_strong-island	131970252	131970835
2	NA	1735_CpG:38_strong-island	1735_CpG:38_strong-island	132073263	132073593
2	NA	1736_CpG:82_strong-island	1736_CpG:82_strong-island	132078317	132079290
2	NA	1737_CpG:84_strong-island	1737_CpG:84_strong-island	132088689	132089488
2	NA	1738_CpG:34_weak-island	1738_CpG:34_weak-island	132210812	132211239
2	NA	1739_CpG:70_strong-island	1739_CpG:70_strong-island	132403315	132404019
2	NA	1740_CpG:20_strong-island	1740_CpG:20_strong-island	132512685	132512902
2	NA	1741_CpG:34_strong-island	1741_CpG:34_strong-island	132607120	132607518
2	NA	1742_CpG:60_strong-island	1742_CpG:60_strong-island	132641578	132642149
2	NA	1743_CpG:90_strong-island	1743_CpG:90_strong-island	132672292	132672993
2	NA	1744_CpG:51_strong-island	1744_CpG:51_strong-island	132704983	132705494
2	NA	1745_CpG:45_weak-island	1745_CpG:45_weak-island	132770725	132771339
2	NA	1746_CpG:158_strong-island	1746_CpG:158_strong-island	133377699	133379221
2	NA	1747_CpG:38_weak-island	1747_CpG:38_weak-island	133380070	133380501
2	NA	1748_CpG:54_weak-island	1748_CpG:54_weak-island	134469408	134469979
2	NA	1749_CpG:88_strong-island	1749_CpG:88_strong-island	134611723	134612540
2	NA	1750_CpG:85_strong-island	1750_CpG:85_strong-island	135484780	135485739
2	NA	1751_CpG:16_strong-island	1751_CpG:16_strong-island	136213305	136213516
2	NA	1752_CpG:40_weak-island	1752_CpG:40_weak-island	136504432	136504863
2	NA	1753_CpG:30_strong-island	1753_CpG:30_strong-island	136716706	136717042
2	NA	1754_CpG:27_weak-island	1754_CpG:27_weak-island	136940269	136940592
2	NA	1755_CpG:171_strong-island	1755_CpG:171_strong-island	136941099	136943363
2	NA	1756_CpG:88_strong-island	1756_CpG:88_strong-island	138082272	138082959
2	NA	1757_CpG:148_strong-island	1757_CpG:148_strong-island	139502984	139504596
2	NA	1758_CpG:60_strong-island	1758_CpG:60_strong-island	139892132	139892686
2	NA	1759_CpG:41_strong-island	1759_CpG:41_strong-island	139996229	139996732
2	NA	1760_CpG:93_strong-island	1760_CpG:93_strong-island	140220917	140221818
2	NA	1761_CpG:47_weak-island	1761_CpG:47_weak-island	142726873	142727427
2	NA	1762_CpG:43_strong-island	1762_CpG:43_strong-island	142888666	142889010
2	NA	1763_CpG:82_strong-island	1763_CpG:82_strong-island	143688161	143688847
2	NA	1764_CpG:94_strong-island	1764_CpG:94_strong-island	143740541	143741568
2	NA	1765_CpG:164_strong-island	1765_CpG:164_strong-island	143835739	143837372
2	NA	1766_CpG:25_weak-island	1766_CpG:25_weak-island	143991200	143991494
2	NA	1767_CpG:98_strong-island	1767_CpG:98_strong-island	144096066	144096901
2	NA	1768_CpG:130_strong-island	1768_CpG:130_strong-island	144156385	144157948
2	NA	1769_CpG:52_strong-island	1769_CpG:52_strong-island	144194622	144195040
2	NA	1770_CpG:19_strong-island	1770_CpG:19_strong-island	144219137	144219386
2	NA	1771_CpG:69_strong-island	1771_CpG:69_strong-island	144353051	144353815
2	NA	1772_CpG:20_weak-island	1772_CpG:20_weak-island	144381494	144381755
2	NA	1773_CpG:30_strong-island	1773_CpG:30_strong-island	144381945	144382310
2	NA	1774_CpG:39_strong-island	1774_CpG:39_strong-island	144425641	144425994
2	NA	1775_CpG:89_strong-island	1775_CpG:89_strong-island	144993135	144994064
2	NA	1776_CpG:31_weak-island	1776_CpG:31_weak-island	145500665	145501111
2	NA	1777_CpG:20_weak-island	1777_CpG:20_weak-island	145686258	145686485
2	NA	1778_CpG:62_strong-island	1778_CpG:62_strong-island	145728854	145729317
2	NA	1779_CpG:61_strong-island	1779_CpG:61_strong-island	145760100	145760825
2	NA	1780_CpG:35_strong-island	1780_CpG:35_strong-island	146044068	146044415
2	NA	1781_CpG:252_strong-island	1781_CpG:252_strong-island	146047001	146049584
2	NA	1782_CpG:72_strong-island	1782_CpG:72_strong-island	146337462	146338096
2	NA	1783_CpG:42_strong-island	1783_CpG:42_strong-island	146660080	146660539
2	NA	1784_CpG:40_weak-island	1784_CpG:40_weak-island	146681503	146681888
2	NA	1785_CpG:92_strong-island	1785_CpG:92_strong-island	146838496	146839535
2	NA	1786_CpG:193_strong-island	1786_CpG:193_strong-island	146909574	146911293
2	NA	1787_CpG:57_weak-island	1787_CpG:57_weak-island	147009645	147010289
2	NA	1788_CpG:24_weak-island	1788_CpG:24_weak-island	147011469	147011768
2	NA	1789_CpG:22_strong-island	1789_CpG:22_strong-island	147013776	147014037
2	NA	1790_CpG:112_weak-island	1790_CpG:112_weak-island	147019595	147020930
2	NA	1791_CpG:97_weak-island	1791_CpG:97_weak-island	147190633	147192131
2	NA	1792_CpG:24_strong-island	1792_CpG:24_strong-island	147864267	147864552
2	NA	1793_CpG:206_weak-island	1793_CpG:206_weak-island	147869612	147872701
2	NA	1794_CpG:35_strong-island	1794_CpG:35_strong-island	147874380	147874786
2	NA	1795_CpG:85_strong-island	1795_CpG:85_strong-island	148220788	148221681
2	NA	1796_CpG:31_strong-island	1796_CpG:31_strong-island	148233043	148233425
2	NA	1797_CpG:20_weak-island	1797_CpG:20_weak-island	148233886	148234144
2	NA	1798_CpG:39_strong-island	1798_CpG:39_strong-island	148498317	148498611
2	NA	1799_CpG:45_strong-island	1799_CpG:45_strong-island	148506675	148507180
2	NA	1800_CpG:29_weak-island	1800_CpG:29_weak-island	148557832	148558209
2	NA	1801_CpG:41_weak-island	1801_CpG:41_weak-island	148700812	148701312
2	NA	1802_CpG:85_weak-island	1802_CpG:85_weak-island	149656129	149657030
2	NA	1803_CpG:22_weak-island	1803_CpG:22_weak-island	150295820	150296024
2	NA	1804_CpG:44_strong-island	1804_CpG:44_strong-island	150326257	150326645
2	NA	1805_CpG:45_strong-island	1805_CpG:45_strong-island	150351575	150351965
2	NA	1806_CpG:32_strong-island	1806_CpG:32_strong-island	150493721	150493971
2	NA	1807_CpG:44_weak-island	1807_CpG:44_weak-island	150514252	150514687
2	NA	1808_CpG:49_strong-island	1808_CpG:49_strong-island	150574732	150575205
2	NA	1809_CpG:52_weak-island	1809_CpG:52_weak-island	150612360	150612965
2	NA	1810_CpG:74_strong-island	1810_CpG:74_strong-island	150729927	150730559
2	NA	1811_CpG:56_strong-island	1811_CpG:56_strong-island	150834609	150835215
2	NA	1812_CpG:60_strong-island	1812_CpG:60_strong-island	150864741	150865238
2	NA	1813_CpG:72_strong-island	1813_CpG:72_strong-island	151319868	151320535
2	NA	1814_CpG:89_strong-island	1814_CpG:89_strong-island	151368108	151368942
2	NA	1815_CpG:26_strong-island	1815_CpG:26_strong-island	151401762	151402098
2	NA	1816_CpG:49_strong-island	1816_CpG:49_strong-island	151457763	151458175
2	NA	1817_CpG:114_strong-island	1817_CpG:114_strong-island	151527730	151528723
2	NA	1818_CpG:57_strong-island	1818_CpG:57_strong-island	151566563	151567130
2	NA	1819_CpG:34_strong-island	1819_CpG:34_strong-island	151668501	151668782
2	NA	1820_CpG:29_weak-island	1820_CpG:29_weak-island	151795754	151796155
2	NA	1821_CpG:24_weak-island	1821_CpG:24_weak-island	151796271	151796613
2	NA	1822_CpG:35_weak-island	1822_CpG:35_weak-island	151805672	151806075
2	NA	1823_CpG:47_strong-island	1823_CpG:47_strong-island	151855120	151855606
2	NA	1824_CpG:66_strong-island	1824_CpG:66_strong-island	151874117	151874911
2	NA	1825_CpG:67_strong-island	1825_CpG:67_strong-island	151907379	151908104
2	NA	1826_CpG:110_strong-island	1826_CpG:110_strong-island	151918692	151919675
2	NA	1827_CpG:20_weak-island	1827_CpG:20_weak-island	151920920	151921164
2	NA	1828_CpG:76_strong-island	1828_CpG:76_strong-island	151931131	151931740
2	NA	1829_CpG:127_strong-island	1829_CpG:127_strong-island	151968949	151969910
2	NA	1830_CpG:91_strong-island	1830_CpG:91_strong-island	152052241	152053205
2	NA	1831_CpG:72_strong-island	1831_CpG:72_strong-island	152119445	152120039
2	NA	1832_CpG:34_strong-island	1832_CpG:34_strong-island	152157898	152158214
2	NA	1833_CpG:32_strong-island	1833_CpG:32_strong-island	152169613	152169945
2	NA	1834_CpG:169_strong-island	1834_CpG:169_strong-island	152222464	152224736
2	NA	1835_CpG:142_strong-island	1835_CpG:142_strong-island	152239597	152240763
2	NA	1836_CpG:45_weak-island	1836_CpG:45_weak-island	152452708	152453308
2	NA	1837_CpG:28_strong-island	1837_CpG:28_strong-island	152460186	152460419
2	NA	1838_CpG:57_strong-island	1838_CpG:57_strong-island	152495123	152495568
2	NA	1839_CpG:44_strong-island	1839_CpG:44_strong-island	152512545	152512966
