Chromosome	Strand	Annotation ID	Segment ID	Start (bp)	End (bp)
4	1	ENSMUST00000030488	ENSMUSG00000028716	114759327	114761327
4	1	ENSMUST00000106548	ENSMUSG00000028716	114759327	114761327
4	1	ENSMUST00000124491	ENSMUSG00000028716	114759647	114761647
4	1	ENSMUST00000139710	ENSMUSG00000028716	114760791	114762791
4	1	ENSMUST00000149245	ENSMUSG00000028716	114760858	114762858
4	1	ENSMUST00000146578	ENSMUSG00000028716	114761536	114763536
4	-1	ENSMUST00000051400	ENSMUSG00000047155	114776927	114778927
4	-1	ENSMUST00000106545	ENSMUSG00000047155	114776927	114778927
4	1	ENSMUST00000153951	ENSMUSG00000086896	114804436	114806436
4	1	ENSMUST00000120882	ENSMUSG00000082889	114846402	114848402
4	-1	ENSMUST00000121855	ENSMUSG00000081138	114909358	114911358
4	1	ENSMUST00000118278	ENSMUSG00000083138	114912688	114914688
4	1	ENSMUST00000170734	ENSMUSG00000066071	114969650	114971650
4	1	ENSMUST00000084343	ENSMUSG00000066071	114969650	114971650
4	1	ENSMUST00000120813	ENSMUSG00000083190	115014392	115016392
4	1	ENSMUST00000094887	ENSMUSG00000078597	115082228	115084228
4	-1	ENSMUST00000120131	ENSMUSG00000084415	115086686	115088686
4	1	ENSMUST00000119958	ENSMUSG00000084346	115123208	115125208
4	-1	ENSMUST00000116278	ENSMUSG00000080142	115124396	115126396
4	1	ENSMUST00000136112	ENSMUSG00000086724	115151404	115153404
4	-1	ENSMUST00000030487	ENSMUSG00000028715	115156804	115158804
4	-1	ENSMUST00000124412	ENSMUSG00000028715	115164668	115166668
4	1	ENSMUST00000058785	ENSMUSG00000066072	115188868	115190868
4	1	ENSMUST00000094886	ENSMUSG00000066072	115188892	115190892
4	1	ENSMUST00000163509	ENSMUSG00000066072	115188902	115190902
4	1	ENSMUST00000175479	ENSMUSG00000093220	115191322	115193322
4	-1	ENSMUST00000118753	ENSMUSG00000081006	115213989	115215989
4	1	ENSMUST00000141033	ENSMUSG00000028712	115234253	115236253
4	1	ENSMUST00000126645	ENSMUSG00000028712	115234288	115236288
4	1	ENSMUST00000030480	ENSMUSG00000028712	115234302	115236302
4	1	ENSMUST00000030486	ENSMUSG00000028712	115234321	115236321
4	-1	ENSMUST00000119563	ENSMUSG00000083457	115252890	115254890
4	1	ENSMUST00000129918	ENSMUSG00000063929	115271573	115273573
4	1	ENSMUST00000084342	ENSMUSG00000063929	115271579	115273579
4	-1	ENSMUST00000030482	ENSMUSG00000028713	115295302	115297302
4	-1	ENSMUST00000135569	ENSMUSG00000028713	115295329	115297329
4	-1	ENSMUST00000102707	ENSMUSG00000028713	115295329	115297329
4	-1	ENSMUST00000145841	ENSMUSG00000028713	115296250	115298250
4	-1	ENSMUST00000143237	ENSMUSG00000028713	115299066	115301066
4	1	ENSMUST00000119777	ENSMUSG00000082043	115322993	115324993
4	1	ENSMUST00000120013	ENSMUSG00000081172	115377855	115379855
4	1	ENSMUST00000106525	ENSMUSG00000034210	115408348	115410348
4	1	ENSMUST00000136593	ENSMUSG00000034210	115408383	115410383
4	1	ENSMUST00000106522	ENSMUSG00000034210	115408383	115410383
4	1	ENSMUST00000132306	ENSMUSG00000034210	115408384	115410384
4	1	ENSMUST00000074425	ENSMUSG00000034210	115408677	115410677
4	1	ENSMUST00000106524	ENSMUSG00000034210	115409047	115411047
4	1	ENSMUST00000141927	ENSMUSG00000034210	115437072	115439072
4	-1	ENSMUST00000106521	ENSMUSG00000044556	115450438	115452438
4	1	ENSMUST00000156219	ENSMUSG00000085249	115489461	115491461
4	1	ENSMUST00000030477	ENSMUSG00000028709	115498696	115500696
4	1	ENSMUST00000144839	ENSMUSG00000028709	115498701	115500701
4	1	ENSMUST00000148409	ENSMUSG00000028709	115499262	115501262
4	1	ENSMUST00000144235	ENSMUSG00000028708	115509802	115511802
4	1	ENSMUST00000019677	ENSMUSG00000028708	115509802	115511802
4	1	ENSMUST00000144427	ENSMUSG00000028708	115509825	115511825
4	1	ENSMUST00000153766	ENSMUSG00000028708	115509827	115511827
4	1	ENSMUST00000106513	ENSMUSG00000028708	115509837	115511837
4	1	ENSMUST00000155412	ENSMUSG00000028708	115509837	115511837
4	1	ENSMUST00000130819	ENSMUSG00000028708	115509839	115511839
4	1	ENSMUST00000097919	ENSMUSG00000028708	115509842	115511842
4	1	ENSMUST00000151203	ENSMUSG00000028708	115509844	115511844
4	1	ENSMUST00000140315	ENSMUSG00000028708	115509848	115511848
4	1	ENSMUST00000140585	ENSMUSG00000028708	115509864	115511864
4	1	ENSMUST00000152888	ENSMUSG00000028708	115527636	115529636
4	1	ENSMUST00000150201	ENSMUSG00000028708	115527710	115529710
4	1	ENSMUST00000154957	ENSMUSG00000028708	115536871	115538871
4	1	ENSMUST00000135209	ENSMUSG00000028708	115545375	115547375
4	1	ENSMUST00000097918	ENSMUSG00000073774	115555004	115557004
4	1	ENSMUST00000128222	ENSMUSG00000073774	115556477	115558477
4	1	ENSMUST00000165938	ENSMUSG00000034185	115561270	115563270
4	1	ENSMUST00000132221	ENSMUSG00000034185	115561270	115563270
4	-1	ENSMUST00000064806	ENSMUSG00000028707	115585726	115587726
4	-1	ENSMUST00000125761	ENSMUSG00000034171	115637749	115639749
4	-1	ENSMUST00000049095	ENSMUSG00000034171	115667273	115669273
4	-1	ENSMUST00000154249	ENSMUSG00000034171	115667273	115669273
4	-1	ENSMUST00000150668	ENSMUSG00000034171	115668797	115670797
4	-1	ENSMUST00000133225	ENSMUSG00000034171	115668910	115670910
4	-1	ENSMUST00000156126	ENSMUSG00000034171	115669318	115671318
4	-1	ENSMUST00000143724	ENSMUSG00000034171	115672329	115674329
4	-1	ENSMUST00000150614	ENSMUSG00000034171	115676334	115678334
4	-1	ENSMUST00000106509	ENSMUSG00000028706	115702378	115704378
4	-1	ENSMUST00000030475	ENSMUSG00000028706	115703446	115705446
4	-1	ENSMUST00000030474	ENSMUSG00000028706	115703609	115705609
4	-1	ENSMUST00000165493	ENSMUSG00000090697	115704511	115706511
4	-1	ENSMUST00000136655	ENSMUSG00000028706	115710673	115712673
4	-1	ENSMUST00000152712	ENSMUSG00000028706	115715159	115717159
4	-1	ENSMUST00000151720	ENSMUSG00000028706	115719064	115721064
4	-1	ENSMUST00000078676	ENSMUSG00000063882	115737569	115739569
4	-1	ENSMUST00000134760	ENSMUSG00000063882	115737569	115739569
4	-1	ENSMUST00000050580	ENSMUSG00000063882	115737569	115739569
4	-1	ENSMUST00000142468	ENSMUSG00000063882	115737570	115739570
4	1	ENSMUST00000105036	ENSMUSG00000078238	115737857	115739857
4	1	ENSMUST00000128518	ENSMUSG00000078238	115737872	115739872
4	-1	ENSMUST00000127175	ENSMUSG00000063882	115740705	115742705
4	1	ENSMUST00000030471	ENSMUSG00000028703	115745873	115747873
4	1	ENSMUST00000154274	ENSMUSG00000028703	115746067	115748067
4	1	ENSMUST00000133799	ENSMUSG00000028703	115746149	115748149
4	1	ENSMUST00000138952	ENSMUSG00000028703	115747489	115749489
4	1	ENSMUST00000152577	ENSMUSG00000028703	115750020	115752020
4	1	ENSMUST00000134983	ENSMUSG00000028703	115760086	115762086
4	-1	ENSMUST00000139147	ENSMUSG00000028702	115764868	115766868
4	-1	ENSMUST00000102705	ENSMUSG00000028702	115767520	115769520
4	-1	ENSMUST00000102704	ENSMUSG00000028702	115767579	115769579
4	-1	ENSMUST00000152741	ENSMUSG00000028702	115780605	115782605
4	-1	ENSMUST00000138320	ENSMUSG00000028702	115781904	115783904
4	-1	ENSMUST00000143089	ENSMUSG00000028702	115788429	115790429
4	1	ENSMUST00000144311	ENSMUSG00000028700	115794444	115796444
4	-1	ENSMUST00000030469	ENSMUSG00000028701	115803010	115805010
4	1	ENSMUST00000120083	ENSMUSG00000028700	115807841	115809841
4	1	ENSMUST00000136855	ENSMUSG00000028700	115807856	115809856
4	-1	ENSMUST00000135982	ENSMUSG00000028701	115808124	115810124
4	1	ENSMUST00000121052	ENSMUSG00000028700	115808359	115810359
4	1	ENSMUST00000106498	ENSMUSG00000028700	115821122	115823122
4	1	ENSMUST00000106496	ENSMUSG00000028700	115821129	115823129
4	1	ENSMUST00000079267	ENSMUSG00000028700	115821669	115823669
4	1	ENSMUST00000079561	ENSMUSG00000028700	115821669	115823669
4	1	ENSMUST00000106494	ENSMUSG00000028700	115822035	115824035
4	1	ENSMUST00000147612	ENSMUSG00000028700	115825199	115827199
4	1	ENSMUST00000133838	ENSMUSG00000028700	115825923	115827923
4	1	ENSMUST00000127426	ENSMUSG00000028700	115826541	115828541
4	1	ENSMUST00000155718	ENSMUSG00000028700	115826553	115828553
4	1	ENSMUST00000151325	ENSMUSG00000028700	115827996	115829996
4	-1	ENSMUST00000030465	ENSMUSG00000028699	115832473	115834473
4	-1	ENSMUST00000143426	ENSMUSG00000028699	115833912	115835912
4	-1	ENSMUST00000154534	ENSMUSG00000028699	115833936	115835936
4	1	ENSMUST00000106492	ENSMUSG00000078593	115843976	115845976
4	1	ENSMUST00000150216	ENSMUSG00000085920	115846850	115848850
4	-1	ENSMUST00000121281	ENSMUSG00000081459	115871167	115873167
4	1	ENSMUST00000147292	ENSMUSG00000028698	115892222	115894222
4	1	ENSMUST00000030464	ENSMUSG00000028698	115892265	115894265
4	1	ENSMUST00000106490	ENSMUSG00000028698	115892300	115894300
4	-1	ENSMUST00000128713	ENSMUSG00000003810	115978612	115980612
4	-1	ENSMUST00000131809	ENSMUSG00000003810	115980184	115982184
4	-1	ENSMUST00000147459	ENSMUSG00000003810	115980216	115982216
4	-1	ENSMUST00000123761	ENSMUSG00000003810	115982895	115984895
4	-1	ENSMUST00000156884	ENSMUSG00000003810	115983457	115985457
4	-1	ENSMUST00000144281	ENSMUSG00000003810	115998251	116000251
4	-1	ENSMUST00000134460	ENSMUSG00000003810	116003548	116005548
4	-1	ENSMUST00000151347	ENSMUSG00000003810	116003837	116005837
4	1	ENSMUST00000121683	ENSMUSG00000082592	116119392	116121392
4	1	ENSMUST00000169272	ENSMUSG00000028696	116178153	116180153
4	1	ENSMUST00000106479	ENSMUSG00000028696	116178153	116180153
4	1	ENSMUST00000030461	ENSMUSG00000028696	116178156	116180156
4	-1	ENSMUST00000106478	ENSMUSG00000055900	116222237	116224237
4	1	ENSMUST00000138426	ENSMUSG00000087299	116222344	116224344
4	-1	ENSMUST00000129201	ENSMUSG00000055900	116222509	116224509
4	-1	ENSMUST00000069674	ENSMUSG00000055900	116223559	116225559
4	1	ENSMUST00000131913	ENSMUSG00000034042	116249403	116251403
4	-1	ENSMUST00000142815	ENSMUSG00000085408	116260337	116262337
4	1	ENSMUST00000121907	ENSMUSG00000034035	116267258	116269258
4	1	ENSMUST00000051869	ENSMUSG00000034035	116267334	116269334
4	1	ENSMUST00000069224	ENSMUSG00000034035	116267349	116269349
4	1	ENSMUST00000146777	ENSMUSG00000034035	116267407	116269407
4	1	ENSMUST00000151441	ENSMUSG00000034035	116268364	116270364
4	1	ENSMUST00000148260	ENSMUSG00000034035	116269096	116271096
4	-1	ENSMUST00000106474	ENSMUSG00000028693	116271656	116273656
4	-1	ENSMUST00000030457	ENSMUSG00000028693	116271656	116273656
4	-1	ENSMUST00000081182	ENSMUSG00000028693	116272213	116274213
4	-1	ENSMUST00000030456	ENSMUSG00000028693	116272213	116274213
4	-1	ENSMUST00000155398	ENSMUSG00000028693	116273330	116275330
4	-1	ENSMUST00000130363	ENSMUSG00000028693	116273396	116275396
4	-1	ENSMUST00000154811	ENSMUSG00000028693	116282071	116284071
4	-1	ENSMUST00000134038	ENSMUSG00000028693	116287588	116289588
4	-1	ENSMUST00000148436	ENSMUSG00000028693	116289190	116291190
4	-1	ENSMUST00000030455	ENSMUSG00000028692	116307114	116309114
4	-1	ENSMUST00000128010	ENSMUSG00000028692	116307115	116309115
4	-1	ENSMUST00000126146	ENSMUSG00000028692	116307115	116309115
4	-1	ENSMUST00000128059	ENSMUSG00000028692	116309706	116311706
4	1	ENSMUST00000083251	ENSMUSG00000065185	116344757	116346757
4	1	ENSMUST00000135573	ENSMUSG00000028691	116356148	116358148
4	1	ENSMUST00000151129	ENSMUSG00000028691	116356203	116358203
4	1	ENSMUST00000156145	ENSMUSG00000028691	116356203	116358203
4	1	ENSMUST00000129315	ENSMUSG00000028691	116356465	116358465
4	1	ENSMUST00000106470	ENSMUSG00000028691	116356491	116358491
4	1	ENSMUST00000030454	ENSMUSG00000028691	116357916	116359916
4	-1	ENSMUST00000030453	ENSMUSG00000028690	116372883	116374883
4	-1	ENSMUST00000143330	ENSMUSG00000028690	116374993	116376993
4	1	ENSMUST00000030452	ENSMUSG00000028689	116379113	116381113
4	1	ENSMUST00000106462	ENSMUSG00000028689	116379175	116381175
4	1	ENSMUST00000138305	ENSMUSG00000028689	116379200	116381200
4	1	ENSMUST00000125671	ENSMUSG00000028689	116379202	116381202
4	1	ENSMUST00000130828	ENSMUSG00000028689	116379213	116381213
4	1	ENSMUST00000129624	ENSMUSG00000028689	116379219	116381219
4	1	ENSMUST00000126197	ENSMUSG00000028689	116379228	116381228
4	1	ENSMUST00000106463	ENSMUSG00000028689	116379238	116381238
4	1	ENSMUST00000135499	ENSMUSG00000028689	116379308	116381308
4	1	ENSMUST00000155391	ENSMUSG00000028689	116379533	116381533
4	1	ENSMUST00000106464	ENSMUSG00000028689	116379534	116381534
4	1	ENSMUST00000156206	ENSMUSG00000028689	116383394	116385394
4	1	ENSMUST00000045542	ENSMUSG00000033985	116391552	116393552
4	1	ENSMUST00000106459	ENSMUSG00000033985	116391573	116393573
4	1	ENSMUST00000068353	ENSMUSG00000033985	116391581	116393581
4	-1	ENSMUST00000174966	ENSMUSG00000092707	116404202	116406202
4	1	ENSMUST00000106456	ENSMUSG00000033985	116412287	116414287
4	1	ENSMUST00000142529	ENSMUSG00000033985	116442367	116444367
4	-1	ENSMUST00000106455	ENSMUSG00000028688	116464914	116466914
4	-1	ENSMUST00000030451	ENSMUSG00000028688	116474606	116476606
4	-1	ENSMUST00000154945	ENSMUSG00000028688	116474616	116476616
4	-1	ENSMUST00000154195	ENSMUSG00000028688	116475278	116477278
4	-1	ENSMUST00000145468	ENSMUSG00000028688	116475386	116477386
4	-1	ENSMUST00000134612	ENSMUSG00000028688	116475880	116477880
4	-1	ENSMUST00000149895	ENSMUSG00000028688	116476315	116478315
4	-1	ENSMUST00000146246	ENSMUSG00000028688	116476421	116478421
4	1	ENSMUST00000102699	ENSMUSG00000028687	116478327	116480327
4	1	ENSMUST00000130359	ENSMUSG00000028687	116478329	116480329
4	1	ENSMUST00000124857	ENSMUSG00000028687	116478342	116480342
4	1	ENSMUST00000140680	ENSMUSG00000028687	116478352	116480352
4	1	ENSMUST00000084332	ENSMUSG00000028687	116484923	116486923
4	1	ENSMUST00000155346	ENSMUSG00000028687	116484923	116486923
4	1	ENSMUST00000138056	ENSMUSG00000028687	116484981	116486981
4	1	ENSMUST00000135449	ENSMUSG00000028687	116488302	116490302
4	-1	ENSMUST00000055436	ENSMUSG00000043155	116490511	116492511
4	1	ENSMUST00000151670	ENSMUSG00000086417	116495507	116497507
4	-1	ENSMUST00000121187	ENSMUSG00000075390	116510511	116512511
4	1	ENSMUST00000119601	ENSMUSG00000082841	116523268	116525268
4	-1	ENSMUST00000119900	ENSMUSG00000082063	116545192	116547192
4	1	ENSMUST00000158220	ENSMUSG00000088845	116575241	116577241
4	1	ENSMUST00000158277	ENSMUSG00000088902	116585831	116587831
4	-1	ENSMUST00000083220	ENSMUSG00000065154	116592988	116594988
4	-1	ENSMUST00000122445	ENSMUSG00000082207	116616336	116618336
4	-1	ENSMUST00000030446	ENSMUSG00000028684	116660569	116662569
4	-1	ENSMUST00000134598	ENSMUSG00000028684	116660821	116662821
4	-1	ENSMUST00000150370	ENSMUSG00000028684	116660889	116662889
4	-1	ENSMUST00000135164	ENSMUSG00000028684	116661680	116663680
4	-1	ENSMUST00000130273	ENSMUSG00000028684	116662065	116664065
4	-1	ENSMUST00000123079	ENSMUSG00000028684	116662888	116664888
4	-1	ENSMUST00000127635	ENSMUSG00000028684	116663388	116665388
4	-1	ENSMUST00000153629	ENSMUSG00000028684	116663557	116665557
4	-1	ENSMUST00000139209	ENSMUSG00000028684	116663712	116665712
4	-1	ENSMUST00000139816	ENSMUSG00000028684	116663884	116665884
4	1	ENSMUST00000050067	ENSMUSG00000046861	116665921	116667921
4	1	ENSMUST00000155267	ENSMUSG00000046861	116669141	116671141
4	-1	ENSMUST00000138729	ENSMUSG00000086890	116672770	116674770
4	1	ENSMUST00000133234	ENSMUSG00000046861	116673460	116675460
4	-1	ENSMUST00000120207	ENSMUSG00000082249	116685731	116687731
4	1	ENSMUST00000106448	ENSMUSG00000028683	116690006	116692006
4	1	ENSMUST00000094862	ENSMUSG00000028683	116690012	116692012
4	1	ENSMUST00000106447	ENSMUSG00000028683	116690012	116692012
4	1	ENSMUST00000070610	ENSMUSG00000028683	116692759	116694759
4	1	ENSMUST00000157724	ENSMUSG00000088349	116697815	116699815
4	1	ENSMUST00000169292	ENSMUSG00000028683	116711758	116713758
4	1	ENSMUST00000135121	ENSMUSG00000028683	116715080	116717080
4	1	ENSMUST00000151760	ENSMUSG00000028683	116737075	116739075
4	1	ENSMUST00000155181	ENSMUSG00000028683	116738067	116740067
4	1	ENSMUST00000129587	ENSMUSG00000028683	116751885	116753885
4	1	ENSMUST00000156989	ENSMUSG00000028681	116775524	116777524
4	1	ENSMUST00000137209	ENSMUSG00000028681	116775842	116777842
4	1	ENSMUST00000135133	ENSMUSG00000028681	116780839	116782839
4	1	ENSMUST00000123226	ENSMUSG00000028681	116784028	116786028
4	-1	ENSMUST00000153924	ENSMUSG00000073771	116789823	116791823
4	-1	ENSMUST00000097915	ENSMUSG00000073771	116790985	116792985
4	-1	ENSMUST00000125896	ENSMUSG00000073771	116791260	116793260
4	-1	ENSMUST00000153303	ENSMUSG00000073771	116791310	116793310
4	-1	ENSMUST00000143213	ENSMUSG00000073771	116791919	116793919
4	-1	ENSMUST00000153257	ENSMUSG00000073771	116792044	116794044
4	-1	ENSMUST00000123346	ENSMUSG00000084943	116794581	116796581
4	1	ENSMUST00000134074	ENSMUSG00000047671	116797398	116799398
4	1	ENSMUST00000062206	ENSMUSG00000047671	116797417	116799417
4	1	ENSMUST00000144269	ENSMUSG00000047671	116797778	116799778
4	-1	ENSMUST00000126135	ENSMUSG00000028680	116799259	116801259
4	-1	ENSMUST00000076859	ENSMUSG00000028680	116799259	116801259
4	-1	ENSMUST00000147730	ENSMUSG00000028680	116799261	116801261
4	1	ENSMUST00000129783	ENSMUSG00000033872	116815861	116817861
4	1	ENSMUST00000118674	ENSMUSG00000070834	116819527	116821527
4	-1	ENSMUST00000102696	ENSMUSG00000047675	116824431	116826431
4	-1	ENSMUST00000137423	ENSMUSG00000047675	116824438	116826438
4	-1	ENSMUST00000082608	ENSMUSG00000064542	116824697	116826697
4	-1	ENSMUST00000127037	ENSMUSG00000047675	116824976	116826976
4	-1	ENSMUST00000140226	ENSMUSG00000047675	116824995	116826995
4	-1	ENSMUST00000144051	ENSMUSG00000047675	116825114	116827114
4	-1	ENSMUST00000083746	ENSMUSG00000065680	116825118	116827118
4	-1	ENSMUST00000141219	ENSMUSG00000047675	116825290	116827290
4	-1	ENSMUST00000082817	ENSMUSG00000064751	116825790	116827790
4	-1	ENSMUST00000174939	ENSMUSG00000092680	116826374	116828374
4	-1	ENSMUST00000174941	ENSMUSG00000092682	116828913	116830913
4	-1	ENSMUST00000065896	ENSMUSG00000028678	116830243	116832243
4	-1	ENSMUST00000167411	ENSMUSG00000028678	116830742	116832742
4	-1	ENSMUST00000106436	ENSMUSG00000028678	116830747	116832747
4	-1	ENSMUST00000132868	ENSMUSG00000028678	116835281	116837281
4	-1	ENSMUST00000142205	ENSMUSG00000028678	116844272	116846272
4	-1	ENSMUST00000142138	ENSMUSG00000028678	116844274	116846274
4	-1	ENSMUST00000141675	ENSMUSG00000028678	116845012	116847012
4	-1	ENSMUST00000148918	ENSMUSG00000028678	116845553	116847553
4	-1	ENSMUST00000153953	ENSMUSG00000028678	116845596	116847596
4	1	ENSMUST00000082496	ENSMUSG00000064430	116860546	116862546
4	1	ENSMUST00000093716	ENSMUSG00000070228	116873132	116875132
4	1	ENSMUST00000093725	ENSMUSG00000070237	116881448	116883448
4	-1	ENSMUST00000141554	ENSMUSG00000086482	116883938	116885938
4	1	ENSMUST00000062824	ENSMUSG00000048772	116922555	116924555
4	1	ENSMUST00000125943	ENSMUSG00000048772	116922644	116924644
4	1	ENSMUST00000106434	ENSMUSG00000048772	116922646	116924646
4	1	ENSMUST00000154449	ENSMUSG00000048772	116922666	116924666
4	1	ENSMUST00000106433	ENSMUSG00000048772	116922944	116924944
4	1	ENSMUST00000145836	ENSMUSG00000048772	116935975	116937975
4	1	ENSMUST00000106432	ENSMUSG00000048772	116936356	116938356
4	-1	ENSMUST00000102690	ENSMUSG00000028677	116942068	116944068
4	-1	ENSMUST00000097914	ENSMUSG00000028677	116942076	116944076
4	-1	ENSMUST00000151829	ENSMUSG00000028677	116947123	116949123
4	-1	ENSMUST00000128122	ENSMUSG00000028677	116948031	116950031
4	-1	ENSMUST00000154974	ENSMUSG00000028677	116955696	116957696
4	-1	ENSMUST00000133971	ENSMUSG00000028677	116955983	116957983
4	-1	ENSMUST00000150148	ENSMUSG00000028677	116956493	116958493
4	1	ENSMUST00000137607	ENSMUSG00000085749	116966421	116968421
4	1	ENSMUST00000139618	ENSMUSG00000085749	116966748	116968748
4	1	ENSMUST00000136115	ENSMUSG00000086876	117116554	117118554
4	-1	ENSMUST00000116298	ENSMUSG00000028677	117158905	117160905
4	-1	ENSMUST00000123222	ENSMUSG00000028677	117160839	117162839
4	1	ENSMUST00000132690	ENSMUSG00000087228	117167056	117169056
4	-1	ENSMUST00000121841	ENSMUSG00000083446	117184427	117186427
4	1	ENSMUST00000144373	ENSMUSG00000033423	117223214	117225214
4	1	ENSMUST00000157182	ENSMUSG00000087807	117240738	117242738
4	1	ENSMUST00000125312	ENSMUSG00000033423	117253291	117255291
4	1	ENSMUST00000134453	ENSMUSG00000033423	117259682	117261682
4	1	ENSMUST00000134379	ENSMUSG00000033423	117307942	117309942
4	-1	ENSMUST00000135582	ENSMUSG00000009640	117345285	117347285
4	-1	ENSMUST00000102687	ENSMUSG00000009640	117345285	117347285
4	-1	ENSMUST00000129510	ENSMUSG00000009640	117345290	117347290
4	-1	ENSMUST00000123586	ENSMUSG00000009640	117351524	117353524
4	-1	ENSMUST00000134642	ENSMUSG00000009640	117351906	117353906
4	-1	ENSMUST00000127750	ENSMUSG00000009640	117352191	117354191
4	1	ENSMUST00000156081	ENSMUSG00000086320	117370792	117372792
4	1	ENSMUST00000151834	ENSMUSG00000085674	117396503	117398503
4	-1	ENSMUST00000119463	ENSMUSG00000084260	117399322	117401322
4	-1	ENSMUST00000062747	ENSMUSG00000048626	117428440	117430440
4	-1	ENSMUST00000117298	ENSMUSG00000083507	117495785	117497785
4	1	ENSMUST00000063857	ENSMUSG00000028542	117505110	117507110
4	1	ENSMUST00000151316	ENSMUSG00000028542	117505599	117507599
4	1	ENSMUST00000030269	ENSMUSG00000028542	117505655	117507655
4	-1	ENSMUST00000164716	ENSMUSG00000091237	117505903	117507903
4	1	ENSMUST00000149168	ENSMUSG00000028542	117505937	117507937
4	1	ENSMUST00000169885	ENSMUSG00000028542	117506001	117508001
4	1	ENSMUST00000136476	ENSMUSG00000028542	117506042	117508042
4	1	ENSMUST00000132043	ENSMUSG00000028542	117519797	117521797
4	1	ENSMUST00000169990	ENSMUSG00000028542	117519803	117521803
4	1	ENSMUST00000163288	ENSMUSG00000028542	117519974	117521974
4	1	ENSMUST00000102685	ENSMUSG00000028542	117520026	117522026
4	1	ENSMUST00000123994	ENSMUSG00000028542	117526096	117528096
4	1	ENSMUST00000135769	ENSMUSG00000028542	117526148	117528148
4	-1	ENSMUST00000164853	ENSMUSG00000078588	117537128	117539128
4	-1	ENSMUST00000163974	ENSMUSG00000091331	117538260	117540260
4	-1	ENSMUST00000154439	ENSMUSG00000078588	117539353	117541353
4	-1	ENSMUST00000084325	ENSMUSG00000028541	117539864	117541864
4	-1	ENSMUST00000106422	ENSMUSG00000078588	117539864	117541864
4	-1	ENSMUST00000167287	ENSMUSG00000078588	117540113	117542113
4	-1	ENSMUST00000171052	ENSMUSG00000078588	117540228	117542228
4	-1	ENSMUST00000130758	ENSMUSG00000078588	117540369	117542369
4	-1	ENSMUST00000131938	ENSMUSG00000078588	117540747	117542747
4	-1	ENSMUST00000166325	ENSMUSG00000078588	117541144	117543144
4	-1	ENSMUST00000167443	ENSMUSG00000028541	117543625	117545625
4	-1	ENSMUST00000030266	ENSMUSG00000028541	117543735	117545735
4	-1	ENSMUST00000106421	ENSMUSG00000028541	117543906	117545906
4	1	ENSMUST00000170733	ENSMUSG00000028542	117544686	117546686
4	-1	ENSMUST00000153358	ENSMUSG00000028541	117548184	117550184
4	-1	ENSMUST00000137016	ENSMUSG00000028541	117551623	117553623
4	-1	ENSMUST00000171548	ENSMUSG00000028541	117551997	117553997
4	1	ENSMUST00000128263	ENSMUSG00000085278	117554225	117556225
4	-1	ENSMUST00000036380	ENSMUSG00000033379	117554930	117556930
4	-1	ENSMUST00000133530	ENSMUSG00000033379	117554934	117556934
4	-1	ENSMUST00000150204	ENSMUSG00000033379	117554937	117556937
4	-1	ENSMUST00000152356	ENSMUSG00000033379	117555049	117557049
4	-1	ENSMUST00000124974	ENSMUSG00000033379	117555768	117557768
4	-1	ENSMUST00000149868	ENSMUSG00000033379	117555835	117557835
4	-1	ENSMUST00000132073	ENSMUSG00000033379	117556239	117558239
4	-1	ENSMUST00000136596	ENSMUSG00000033379	117556885	117558885
4	-1	ENSMUST00000147845	ENSMUSG00000033379	117556926	117558926
4	-1	ENSMUST00000030265	ENSMUSG00000028540	117559247	117561247
4	-1	ENSMUST00000139332	ENSMUSG00000028540	117559511	117561511
4	-1	ENSMUST00000125781	ENSMUSG00000028540	117559520	117561520
4	-1	ENSMUST00000126554	ENSMUSG00000028540	117561682	117563682
4	-1	ENSMUST00000155524	ENSMUSG00000033365	117565231	117567231
4	-1	ENSMUST00000140661	ENSMUSG00000033365	117565496	117567496
4	-1	ENSMUST00000136670	ENSMUSG00000033365	117565944	117567944
4	-1	ENSMUST00000153918	ENSMUSG00000033365	117571559	117573559
4	-1	ENSMUST00000070816	ENSMUSG00000028539	117596766	117598766
4	-1	ENSMUST00000097913	ENSMUSG00000028539	117596767	117598767
4	-1	ENSMUST00000133703	ENSMUSG00000028539	117598646	117600646
4	-1	ENSMUST00000150612	ENSMUSG00000028539	117598748	117600748
4	-1	ENSMUST00000126336	ENSMUSG00000028538	117611050	117613050
4	1	ENSMUST00000146982	ENSMUSG00000086554	117645640	117647640
4	-1	ENSMUST00000152808	ENSMUSG00000033326	117816389	117818389
4	1	ENSMUST00000157678	ENSMUSG00000088303	117834682	117836682
4	-1	ENSMUST00000049074	ENSMUSG00000033295	117878817	117880817
4	-1	ENSMUST00000123484	ENSMUSG00000033295	117879593	117881593
4	-1	ENSMUST00000150096	ENSMUSG00000033295	117879609	117881609
4	-1	ENSMUST00000124758	ENSMUSG00000033295	117879614	117881614
4	-1	ENSMUST00000127616	ENSMUSG00000033295	117880464	117882464
4	-1	ENSMUST00000143348	ENSMUSG00000033295	117896762	117898762
4	1	ENSMUST00000153202	ENSMUSG00000006395	118030594	118032594
4	1	ENSMUST00000106393	ENSMUSG00000006395	118030603	118032603
4	1	ENSMUST00000006562	ENSMUSG00000006395	118030618	118032618
4	1	ENSMUST00000132882	ENSMUSG00000006395	118031926	118033926
4	-1	ENSMUST00000075406	ENSMUSG00000033253	118033347	118035347
